"activity" "subject" "acc.sig" "sensor" "measurement" "axis" "average"
"WALKING_UPSTAIRS" 21 "Gravity" "Acc" "mean()" "Z" -0.309735038510638
"WALKING_UPSTAIRS" 22 "Gravity" "Acc" "mean()" "Z" -0.0957978990316667
"WALKING_UPSTAIRS" 23 "Gravity" "Acc" "mean()" "Z" -0.35593445
"WALKING_UPSTAIRS" 24 "Gravity" "Acc" "mean()" "Z" -0.227134869152542
"WALKING_UPSTAIRS" 25 "Gravity" "Acc" "mean()" "Z" 0.108230986684615
"WALKING_UPSTAIRS" 26 "Gravity" "Acc" "mean()" "Z" -0.00199310572363636
"WALKING_UPSTAIRS" 27 "Gravity" "Acc" "mean()" "Z" -0.294642640196078
"WALKING_UPSTAIRS" 28 "Gravity" "Acc" "mean()" "Z" -0.265207858431373
"WALKING_UPSTAIRS" 29 "Gravity" "Acc" "mean()" "Z" 0.0443786011771429
"WALKING_UPSTAIRS" 30 "Gravity" "Acc" "mean()" "Z" -0.0221401100714154
"LAYING" 1 "Gravity" "Acc" "std()" "X" -0.8968300184
"LAYING" 2 "Gravity" "Acc" "std()" "X" -0.959014441458333
"LAYING" 3 "Gravity" "Acc" "std()" "X" -0.982512193064516
"LAYING" 4 "Gravity" "Acc" "std()" "X" -0.921199965925926
"LAYING" 5 "Gravity" "Acc" "std()" "X" -0.945695336153846
"LAYING" 6 "Gravity" "Acc" "std()" "X" -0.887746310350877
"LAYING" 7 "Gravity" "Acc" "std()" "X" -0.914221270096154
"LAYING" 8 "Gravity" "Acc" "std()" "X" -0.918873192333333
"LAYING" 9 "Gravity" "Acc" "std()" "X" -0.9218210626
"LAYING" 10 "Gravity" "Acc" "std()" "X" -0.954531941896552
"LAYING" 11 "Gravity" "Acc" "std()" "X" -0.97956560245614
"LAYING" 12 "Gravity" "Acc" "std()" "X" -0.936458309333333
"LAYING" 13 "Gravity" "Acc" "std()" "X" -0.957875244677419
"LAYING" 14 "Gravity" "Acc" "std()" "X" -0.862136937254902
"LAYING" 15 "Gravity" "Acc" "std()" "X" -0.961509742916667
"LAYING" 16 "Gravity" "Acc" "std()" "X" -0.963761977857143
"LAYING" 17 "Gravity" "Acc" "std()" "X" -0.961063222394366
"LAYING" 18 "Gravity" "Acc" "std()" "X" -0.982715987538462
"LAYING" 19 "Gravity" "Acc" "std()" "X" -0.958959611084337
"LAYING" 20 "Gravity" "Acc" "std()" "X" -0.928674215147059
"LAYING" 21 "Gravity" "Acc" "std()" "X" -0.945905270555556
"LAYING" 22 "Gravity" "Acc" "std()" "X" -0.928781249027778
"LAYING" 23 "Gravity" "Acc" "std()" "X" -0.947948758194444
"LAYING" 24 "Gravity" "Acc" "std()" "X" -0.960412164305556
"LAYING" 25 "Gravity" "Acc" "std()" "X" -0.829554947808219
"LAYING" 26 "Gravity" "Acc" "std()" "X" -0.944472488552632
"LAYING" 27 "Gravity" "Acc" "std()" "X" -0.971183862702703
"LAYING" 28 "Gravity" "Acc" "std()" "X" -0.970599089375
"LAYING" 29 "Gravity" "Acc" "std()" "X" -0.972939889855073
"LAYING" 30 "Gravity" "Acc" "std()" "X" -0.979563942714286
"SITTING" 1 "Gravity" "Acc" "std()" "X" -0.968457145744681
"SITTING" 2 "Gravity" "Acc" "std()" "X" -0.979988760869565
"SITTING" 3 "Gravity" "Acc" "std()" "X" -0.957324457884615
"SITTING" 4 "Gravity" "Acc" "std()" "X" -0.9814052948
"SITTING" 5 "Gravity" "Acc" "std()" "X" -0.983137541590909
"SITTING" 6 "Gravity" "Acc" "std()" "X" -0.988872369272727
"SITTING" 7 "Gravity" "Acc" "std()" "X" -0.957082433333333
"SITTING" 8 "Gravity" "Acc" "std()" "X" -0.966757967173913
"SITTING" 9 "Gravity" "Acc" "std()" "X" -0.9552804062
"SITTING" 10 "Gravity" "Acc" "std()" "X" -0.973128354074074
"SITTING" 11 "Gravity" "Acc" "std()" "X" -0.988069341132075
"SITTING" 12 "Gravity" "Acc" "std()" "X" -0.985203642352941
"SITTING" 13 "Gravity" "Acc" "std()" "X" -0.981379112653061
"SITTING" 14 "Gravity" "Acc" "std()" "X" -0.976280399444444
"SITTING" 15 "Gravity" "Acc" "std()" "X" -0.982620883728814
"SITTING" 16 "Gravity" "Acc" "std()" "X" -0.980158243333333
"SITTING" 17 "Gravity" "Acc" "std()" "X" -0.99019661703125
"SITTING" 18 "Gravity" "Acc" "std()" "X" -0.994043771403509
"SITTING" 19 "Gravity" "Acc" "std()" "X" -0.969355010136986
"SITTING" 20 "Gravity" "Acc" "std()" "X" -0.985829034393939
"SITTING" 21 "Gravity" "Acc" "std()" "X" -0.992936404470588
"SITTING" 22 "Gravity" "Acc" "std()" "X" -0.972009988709677
"SITTING" 23 "Gravity" "Acc" "std()" "X" -0.984536722205882
"SITTING" 24 "Gravity" "Acc" "std()" "X" -0.989660149852941
"SITTING" 25 "Gravity" "Acc" "std()" "X" -0.988879980615385
"SITTING" 26 "Gravity" "Acc" "std()" "X" -0.965082925641026
"SITTING" 27 "Gravity" "Acc" "std()" "X" -0.982445738
"SITTING" 28 "Gravity" "Acc" "std()" "X" -0.989132499583333
"SITTING" 29 "Gravity" "Acc" "std()" "X" -0.984679151833333
"SITTING" 30 "Gravity" "Acc" "std()" "X" -0.978364712258065
"STANDING" 1 "Gravity" "Acc" "std()" "X" -0.99376298509434
"STANDING" 2 "Gravity" "Acc" "std()" "X" -0.986685818703704
"STANDING" 3 "Gravity" "Acc" "std()" "X" -0.982020428032787
"STANDING" 4 "Gravity" "Acc" "std()" "X" -0.972908355892857
"STANDING" 5 "Gravity" "Acc" "std()" "X" -0.974088206071429
"STANDING" 6 "Gravity" "Acc" "std()" "X" -0.985583066842105
"STANDING" 7 "Gravity" "Acc" "std()" "X" -0.987917503962264
"STANDING" 8 "Gravity" "Acc" "std()" "X" -0.987690217222222
"STANDING" 9 "Gravity" "Acc" "std()" "X" -0.989103160444444
"STANDING" 10 "Gravity" "Acc" "std()" "X" -0.991259485
"STANDING" 11 "Gravity" "Acc" "std()" "X" -0.994529398085106
"STANDING" 12 "Gravity" "Acc" "std()" "X" -0.985314210491803
"STANDING" 13 "Gravity" "Acc" "std()" "X" -0.992232401754386
"STANDING" 14 "Gravity" "Acc" "std()" "X" -0.972005366333333
"STANDING" 15 "Gravity" "Acc" "std()" "X" -0.988432084716981
"STANDING" 16 "Gravity" "Acc" "std()" "X" -0.985359689871795
"STANDING" 17 "Gravity" "Acc" "std()" "X" -0.985751365769231
"STANDING" 18 "Gravity" "Acc" "std()" "X" -0.994270075205479
"STANDING" 19 "Gravity" "Acc" "std()" "X" -0.992411542465753
"STANDING" 20 "Gravity" "Acc" "std()" "X" -0.981916942054795
"STANDING" 21 "Gravity" "Acc" "std()" "X" -0.982906668876405
"STANDING" 22 "Gravity" "Acc" "std()" "X" -0.992827298253968
"STANDING" 23 "Gravity" "Acc" "std()" "X" -0.984610385
"STANDING" 24 "Gravity" "Acc" "std()" "X" -0.992197591884058
"STANDING" 25 "Gravity" "Acc" "std()" "X" -0.993148267702703
"STANDING" 26 "Gravity" "Acc" "std()" "X" -0.992678782162162
"STANDING" 27 "Gravity" "Acc" "std()" "X" -0.994012162875
"STANDING" 28 "Gravity" "Acc" "std()" "X" -0.990059426582279
"STANDING" 29 "Gravity" "Acc" "std()" "X" -0.996764227384615
"STANDING" 30 "Gravity" "Acc" "std()" "X" -0.996420919152542
"WALKING" 1 "Gravity" "Acc" "std()" "X" -0.976609642526316
"WALKING" 2 "Gravity" "Acc" "std()" "X" -0.972693201355932
"WALKING" 3 "Gravity" "Acc" "std()" "X" -0.97777159137931
"WALKING" 4 "Gravity" "Acc" "std()" "X" -0.983826494833333
"WALKING" 5 "Gravity" "Acc" "std()" "X" -0.979348381428571
"WALKING" 6 "Gravity" "Acc" "std()" "X" -0.977779896491228
"WALKING" 7 "Gravity" "Acc" "std()" "X" -0.979851271403509
"WALKING" 8 "Gravity" "Acc" "std()" "X" -0.974752050208333
"WALKING" 9 "Gravity" "Acc" "std()" "X" -0.980971973653846
"WALKING" 10 "Gravity" "Acc" "std()" "X" -0.974435158113208
"WALKING" 11 "Gravity" "Acc" "std()" "X" -0.98110101440678
"WALKING" 12 "Gravity" "Acc" "std()" "X" -0.97911312
"WALKING" 13 "Gravity" "Acc" "std()" "X" -0.97254492245614
"WALKING" 14 "Gravity" "Acc" "std()" "X" -0.974816884237288
"WALKING" 15 "Gravity" "Acc" "std()" "X" -0.978397287962963
"WALKING" 16 "Gravity" "Acc" "std()" "X" -0.982469595490196
"WALKING" 17 "Gravity" "Acc" "std()" "X" -0.980983351639344
"WALKING" 18 "Gravity" "Acc" "std()" "X" -0.983010882678571
"WALKING" 19 "Gravity" "Acc" "std()" "X" -0.9698614625
"WALKING" 20 "Gravity" "Acc" "std()" "X" -0.970327266470588
"WALKING" 21 "Gravity" "Acc" "std()" "X" -0.969576355384615
"WALKING" 22 "Gravity" "Acc" "std()" "X" -0.969643448043478
"WALKING" 23 "Gravity" "Acc" "std()" "X" -0.977230903898305
"WALKING" 24 "Gravity" "Acc" "std()" "X" -0.983132400344828
"WALKING" 25 "Gravity" "Acc" "std()" "X" -0.979499263243243
"WALKING" 26 "Gravity" "Acc" "std()" "X" -0.980055651016949
"WALKING" 27 "Gravity" "Acc" "std()" "X" -0.979866136842105
"WALKING" 28 "Gravity" "Acc" "std()" "X" -0.976693902592593
"WALKING" 29 "Gravity" "Acc" "std()" "X" -0.978253538867925
"WALKING" 30 "Gravity" "Acc" "std()" "X" -0.979752466923077
"WALKING_DOWNSTAIRS" 1 "Gravity" "Acc" "std()" "X" -0.950559811632653
"WALKING_DOWNSTAIRS" 2 "Gravity" "Acc" "std()" "X" -0.940361759574468
"WALKING_DOWNSTAIRS" 3 "Gravity" "Acc" "std()" "X" -0.950061129591837
"WALKING_DOWNSTAIRS" 4 "Gravity" "Acc" "std()" "X" -0.955258881333333
"WALKING_DOWNSTAIRS" 5 "Gravity" "Acc" "std()" "X" -0.950490938510638
"WALKING_DOWNSTAIRS" 6 "Gravity" "Acc" "std()" "X" -0.9544062675
"WALKING_DOWNSTAIRS" 7 "Gravity" "Acc" "std()" "X" -0.964875962978723
"WALKING_DOWNSTAIRS" 8 "Gravity" "Acc" "std()" "X" -0.945766561578947
"WALKING_DOWNSTAIRS" 9 "Gravity" "Acc" "std()" "X" -0.952141220714286
"WALKING_DOWNSTAIRS" 10 "Gravity" "Acc" "std()" "X" -0.939267613157895
"WALKING_DOWNSTAIRS" 11 "Gravity" "Acc" "std()" "X" -0.954497498695652
"WALKING_DOWNSTAIRS" 12 "Gravity" "Acc" "std()" "X" -0.959504017391304
"WALKING_DOWNSTAIRS" 13 "Gravity" "Acc" "std()" "X" -0.952643084042553
"WALKING_DOWNSTAIRS" 14 "Gravity" "Acc" "std()" "X" -0.919098794
"WALKING_DOWNSTAIRS" 15 "Gravity" "Acc" "std()" "X" -0.942806478333333
"WALKING_DOWNSTAIRS" 16 "Gravity" "Acc" "std()" "X" -0.957785118085106
"WALKING_DOWNSTAIRS" 17 "Gravity" "Acc" "std()" "X" -0.950026242173913
"WALKING_DOWNSTAIRS" 18 "Gravity" "Acc" "std()" "X" -0.960404874545455
"WALKING_DOWNSTAIRS" 19 "Gravity" "Acc" "std()" "X" -0.899726139487179
"WALKING_DOWNSTAIRS" 20 "Gravity" "Acc" "std()" "X" -0.940458075111111
"WALKING_DOWNSTAIRS" 21 "Gravity" "Acc" "std()" "X" -0.940194827777778
"WALKING_DOWNSTAIRS" 22 "Gravity" "Acc" "std()" "X" -0.941242334722222
"WALKING_DOWNSTAIRS" 23 "Gravity" "Acc" "std()" "X" -0.950790837407407
"WALKING_DOWNSTAIRS" 24 "Gravity" "Acc" "std()" "X" -0.961845327454545
"WALKING_DOWNSTAIRS" 25 "Gravity" "Acc" "std()" "X" -0.964470066724138
"WALKING_DOWNSTAIRS" 26 "Gravity" "Acc" "std()" "X" -0.9627219918
"WALKING_DOWNSTAIRS" 27 "Gravity" "Acc" "std()" "X" -0.946975165
"WALKING_DOWNSTAIRS" 28 "Gravity" "Acc" "std()" "X" -0.956921542391304
"WALKING_DOWNSTAIRS" 29 "Gravity" "Acc" "std()" "X" -0.9417361925
"WALKING_DOWNSTAIRS" 30 "Gravity" "Acc" "std()" "X" -0.958890388709677
"WALKING_UPSTAIRS" 1 "Gravity" "Acc" "std()" "X" -0.956367027924528
"WALKING_UPSTAIRS" 2 "Gravity" "Acc" "std()" "X" -0.934407739791667
"WALKING_UPSTAIRS" 3 "Gravity" "Acc" "std()" "X" -0.944040819322034
"WALKING_UPSTAIRS" 4 "Gravity" "Acc" "std()" "X" -0.958495235576923
"WALKING_UPSTAIRS" 5 "Gravity" "Acc" "std()" "X" -0.95357996893617
"WALKING_UPSTAIRS" 6 "Gravity" "Acc" "std()" "X" -0.959399425098039
"WALKING_UPSTAIRS" 7 "Gravity" "Acc" "std()" "X" -0.932823053333333
"WALKING_UPSTAIRS" 8 "Gravity" "Acc" "std()" "X" -0.926673287804878
"WALKING_UPSTAIRS" 9 "Gravity" "Acc" "std()" "X" -0.954383557142857
"WALKING_UPSTAIRS" 10 "Gravity" "Acc" "std()" "X" -0.959216072340425
"WALKING_UPSTAIRS" 11 "Gravity" "Acc" "std()" "X" -0.953463105740741
"WALKING_UPSTAIRS" 12 "Gravity" "Acc" "std()" "X" -0.960246289807692
"WALKING_UPSTAIRS" 13 "Gravity" "Acc" "std()" "X" -0.946441502363636
"WALKING_UPSTAIRS" 14 "Gravity" "Acc" "std()" "X" -0.928523640925926
"WALKING_UPSTAIRS" 15 "Gravity" "Acc" "std()" "X" -0.952562395625
"WALKING_UPSTAIRS" 16 "Gravity" "Acc" "std()" "X" -0.948413552745098
"WALKING_UPSTAIRS" 17 "Gravity" "Acc" "std()" "X" -0.949460372291667
"WALKING_UPSTAIRS" 18 "Gravity" "Acc" "std()" "X" -0.961738807068966
"WALKING_UPSTAIRS" 19 "Gravity" "Acc" "std()" "X" -0.916495992
"WALKING_UPSTAIRS" 20 "Gravity" "Acc" "std()" "X" -0.931405014313725
"WALKING_UPSTAIRS" 21 "Gravity" "Acc" "std()" "X" -0.940911635531915
"WALKING_UPSTAIRS" 22 "Gravity" "Acc" "std()" "X" -0.94063384047619
"WALKING_UPSTAIRS" 23 "Gravity" "Acc" "std()" "X" -0.933344481568627
"WALKING_UPSTAIRS" 24 "Gravity" "Acc" "std()" "X" -0.962190567457627
"WALKING_UPSTAIRS" 25 "Gravity" "Acc" "std()" "X" -0.950878450307692
"WALKING_UPSTAIRS" 26 "Gravity" "Acc" "std()" "X" -0.962011392181818
"WALKING_UPSTAIRS" 27 "Gravity" "Acc" "std()" "X" -0.956433874705882
"WALKING_UPSTAIRS" 28 "Gravity" "Acc" "std()" "X" -0.944697800196078
"WALKING_UPSTAIRS" 29 "Gravity" "Acc" "std()" "X" -0.954189013061225
"WALKING_UPSTAIRS" 30 "Gravity" "Acc" "std()" "X" -0.954033624307692
"LAYING" 1 "Gravity" "Acc" "std()" "Y" -0.90772000676
"LAYING" 2 "Gravity" "Acc" "std()" "Y" -0.988211865208333
"LAYING" 3 "Gravity" "Acc" "std()" "Y" -0.981202749677419
"LAYING" 4 "Gravity" "Acc" "std()" "Y" -0.969816635740741
"LAYING" 5 "Gravity" "Acc" "std()" "Y" -0.985964053846154
"LAYING" 6 "Gravity" "Acc" "std()" "Y" -0.959161956491228
"LAYING" 7 "Gravity" "Acc" "std()" "Y" -0.955543549230769
"LAYING" 8 "Gravity" "Acc" "std()" "Y" -0.957990036481482
"LAYING" 9 "Gravity" "Acc" "std()" "Y" -0.9699944882
"LAYING" 10 "Gravity" "Acc" "std()" "Y" -0.966701156034483
"LAYING" 11 "Gravity" "Acc" "std()" "Y" -0.990765579649123
"LAYING" 12 "Gravity" "Acc" "std()" "Y" -0.974396492666667
"LAYING" 13 "Gravity" "Acc" "std()" "Y" -0.975948136290323
"LAYING" 14 "Gravity" "Acc" "std()" "Y" -0.94877486372549
"LAYING" 15 "Gravity" "Acc" "std()" "Y" -0.986036192361111
"LAYING" 16 "Gravity" "Acc" "std()" "Y" -0.966087103857143
"LAYING" 17 "Gravity" "Acc" "std()" "Y" -0.961466681267606
"LAYING" 18 "Gravity" "Acc" "std()" "Y" -0.994093522615385
"LAYING" 19 "Gravity" "Acc" "std()" "Y" -0.986993149638554
"LAYING" 20 "Gravity" "Acc" "std()" "Y" -0.976018476911765
"LAYING" 21 "Gravity" "Acc" "std()" "Y" -0.983732936111111
"LAYING" 22 "Gravity" "Acc" "std()" "Y" -0.958826938556944
"LAYING" 23 "Gravity" "Acc" "std()" "Y" -0.982794562916667
"LAYING" 24 "Gravity" "Acc" "std()" "Y" -0.993454358055556
"LAYING" 25 "Gravity" "Acc" "std()" "Y" -0.643578361424658
"LAYING" 26 "Gravity" "Acc" "std()" "Y" -0.987887995263158
"LAYING" 27 "Gravity" "Acc" "std()" "Y" -0.993701742972973
"LAYING" 28 "Gravity" "Acc" "std()" "Y" -0.9697590285
"LAYING" 29 "Gravity" "Acc" "std()" "Y" -0.99424764884058
"LAYING" 30 "Gravity" "Acc" "std()" "Y" -0.988930714857143
"SITTING" 1 "Gravity" "Acc" "std()" "Y" -0.935517055957447
"SITTING" 2 "Gravity" "Acc" "std()" "Y" -0.956750273043478
"SITTING" 3 "Gravity" "Acc" "std()" "Y" -0.903923008269231
"SITTING" 4 "Gravity" "Acc" "std()" "Y" -0.93272710386
"SITTING" 5 "Gravity" "Acc" "std()" "Y" -0.939942979795454
"SITTING" 6 "Gravity" "Acc" "std()" "Y" -0.960875994727273
"SITTING" 7 "Gravity" "Acc" "std()" "Y" -0.945436264583333
"SITTING" 8 "Gravity" "Acc" "std()" "Y" -0.937462301369565
"SITTING" 9 "Gravity" "Acc" "std()" "Y" -0.94645197
"SITTING" 10 "Gravity" "Acc" "std()" "Y" -0.935690006481481
"SITTING" 11 "Gravity" "Acc" "std()" "Y" -0.949792572075472
"SITTING" 12 "Gravity" "Acc" "std()" "Y" -0.963641979215686
"SITTING" 13 "Gravity" "Acc" "std()" "Y" -0.951353064693878
"SITTING" 14 "Gravity" "Acc" "std()" "Y" -0.95032266362963
"SITTING" 15 "Gravity" "Acc" "std()" "Y" -0.943561411694915
"SITTING" 16 "Gravity" "Acc" "std()" "Y" -0.968023206956522
"SITTING" 17 "Gravity" "Acc" "std()" "Y" -0.9667201059375
"SITTING" 18 "Gravity" "Acc" "std()" "Y" -0.984035479473684
"SITTING" 19 "Gravity" "Acc" "std()" "Y" -0.96996981369863
"SITTING" 20 "Gravity" "Acc" "std()" "Y" -0.966983534242424
"SITTING" 21 "Gravity" "Acc" "std()" "Y" -0.979355363176471
"SITTING" 22 "Gravity" "Acc" "std()" "Y" -0.954225015274194
"SITTING" 23 "Gravity" "Acc" "std()" "Y" -0.960917426323529
"SITTING" 24 "Gravity" "Acc" "std()" "Y" -0.971692544705882
"SITTING" 25 "Gravity" "Acc" "std()" "Y" -0.963415016923077
"SITTING" 26 "Gravity" "Acc" "std()" "Y" -0.949286700807692
"SITTING" 27 "Gravity" "Acc" "std()" "Y" -0.982553336571429
"SITTING" 28 "Gravity" "Acc" "std()" "Y" -0.971766352361111
"SITTING" 29 "Gravity" "Acc" "std()" "Y" -0.973604289833333
"SITTING" 30 "Gravity" "Acc" "std()" "Y" -0.959361306774194
"STANDING" 1 "Gravity" "Acc" "std()" "Y" -0.981225957924528
"STANDING" 2 "Gravity" "Acc" "std()" "Y" -0.97419442037037
"STANDING" 3 "Gravity" "Acc" "std()" "Y" -0.957425321803279
"STANDING" 4 "Gravity" "Acc" "std()" "Y" -0.917613464821429
"STANDING" 5 "Gravity" "Acc" "std()" "Y" -0.931973943392857
"STANDING" 6 "Gravity" "Acc" "std()" "Y" -0.96844910122807
"STANDING" 7 "Gravity" "Acc" "std()" "Y" -0.966162998679245
"STANDING" 8 "Gravity" "Acc" "std()" "Y" -0.958904114074074
"STANDING" 9 "Gravity" "Acc" "std()" "Y" -0.972573867555556
"STANDING" 10 "Gravity" "Acc" "std()" "Y" -0.975410724090909
"STANDING" 11 "Gravity" "Acc" "std()" "Y" -0.981047828723404
"STANDING" 12 "Gravity" "Acc" "std()" "Y" -0.970482614590164
"STANDING" 13 "Gravity" "Acc" "std()" "Y" -0.974681225789474
"STANDING" 14 "Gravity" "Acc" "std()" "Y" -0.965781048333333
"STANDING" 15 "Gravity" "Acc" "std()" "Y" -0.965687978301887
"STANDING" 16 "Gravity" "Acc" "std()" "Y" -0.980552435769231
"STANDING" 17 "Gravity" "Acc" "std()" "Y" -0.975810476025641
"STANDING" 18 "Gravity" "Acc" "std()" "Y" -0.981335941917808
"STANDING" 19 "Gravity" "Acc" "std()" "Y" -0.971426607808219
"STANDING" 20 "Gravity" "Acc" "std()" "Y" -0.957462721369863
"STANDING" 21 "Gravity" "Acc" "std()" "Y" -0.977681415955056
"STANDING" 22 "Gravity" "Acc" "std()" "Y" -0.971080742857143
"STANDING" 23 "Gravity" "Acc" "std()" "Y" -0.984818648823529
"STANDING" 24 "Gravity" "Acc" "std()" "Y" -0.968155388695652
"STANDING" 25 "Gravity" "Acc" "std()" "Y" -0.980642970675676
"STANDING" 26 "Gravity" "Acc" "std()" "Y" -0.966986433783784
"STANDING" 27 "Gravity" "Acc" "std()" "Y" -0.97964105225
"STANDING" 28 "Gravity" "Acc" "std()" "Y" -0.962801441898734
"STANDING" 29 "Gravity" "Acc" "std()" "Y" -0.985134032307692
"STANDING" 30 "Gravity" "Acc" "std()" "Y" -0.95814576338983
"WALKING" 1 "Gravity" "Acc" "std()" "Y" -0.971305961473684
"WALKING" 2 "Gravity" "Acc" "std()" "Y" -0.972116879661017
"WALKING" 3 "Gravity" "Acc" "std()" "Y" -0.962355639482759
"WALKING" 4 "Gravity" "Acc" "std()" "Y" -0.967963221
"WALKING" 5 "Gravity" "Acc" "std()" "Y" -0.961585474821429
"WALKING" 6 "Gravity" "Acc" "std()" "Y" -0.964248568070175
"WALKING" 7 "Gravity" "Acc" "std()" "Y" -0.969404155087719
"WALKING" 8 "Gravity" "Acc" "std()" "Y" -0.956781505625
"WALKING" 9 "Gravity" "Acc" "std()" "Y" -0.971242423076923
"WALKING" 10 "Gravity" "Acc" "std()" "Y" -0.971114719811321
"WALKING" 11 "Gravity" "Acc" "std()" "Y" -0.966240553559322
"WALKING" 12 "Gravity" "Acc" "std()" "Y" -0.9646191738
"WALKING" 13 "Gravity" "Acc" "std()" "Y" -0.960899845614035
"WALKING" 14 "Gravity" "Acc" "std()" "Y" -0.954455935762712
"WALKING" 15 "Gravity" "Acc" "std()" "Y" -0.971056501481481
"WALKING" 16 "Gravity" "Acc" "std()" "Y" -0.973784841960784
"WALKING" 17 "Gravity" "Acc" "std()" "Y" -0.968613202622951
"WALKING" 18 "Gravity" "Acc" "std()" "Y" -0.975311658928571
"WALKING" 19 "Gravity" "Acc" "std()" "Y" -0.958651200384615
"WALKING" 20 "Gravity" "Acc" "std()" "Y" -0.962003383529412
"WALKING" 21 "Gravity" "Acc" "std()" "Y" -0.964144520576923
"WALKING" 22 "Gravity" "Acc" "std()" "Y" -0.963639340217391
"WALKING" 23 "Gravity" "Acc" "std()" "Y" -0.966550706949153
"WALKING" 24 "Gravity" "Acc" "std()" "Y" -0.962578844310345
"WALKING" 25 "Gravity" "Acc" "std()" "Y" -0.965093441081081
"WALKING" 26 "Gravity" "Acc" "std()" "Y" -0.969040314237288
"WALKING" 27 "Gravity" "Acc" "std()" "Y" -0.973792999824561
"WALKING" 28 "Gravity" "Acc" "std()" "Y" -0.968780859814815
"WALKING" 29 "Gravity" "Acc" "std()" "Y" -0.975272848113208
"WALKING" 30 "Gravity" "Acc" "std()" "Y" -0.970176562153846
"WALKING_DOWNSTAIRS" 1 "Gravity" "Acc" "std()" "Y" -0.937018658979592
"WALKING_DOWNSTAIRS" 2 "Gravity" "Acc" "std()" "Y" -0.940068525531915
"WALKING_DOWNSTAIRS" 3 "Gravity" "Acc" "std()" "Y" -0.946094637755102
"WALKING_DOWNSTAIRS" 4 "Gravity" "Acc" "std()" "Y" -0.932066041111111
"WALKING_DOWNSTAIRS" 5 "Gravity" "Acc" "std()" "Y" -0.912363420851064
"WALKING_DOWNSTAIRS" 6 "Gravity" "Acc" "std()" "Y" -0.93357760125
"WALKING_DOWNSTAIRS" 7 "Gravity" "Acc" "std()" "Y" -0.952678693617021
"WALKING_DOWNSTAIRS" 8 "Gravity" "Acc" "std()" "Y" -0.941580934473684
"WALKING_DOWNSTAIRS" 9 "Gravity" "Acc" "std()" "Y" -0.936306558809524
"WALKING_DOWNSTAIRS" 10 "Gravity" "Acc" "std()" "Y" -0.937003823684211
"WALKING_DOWNSTAIRS" 11 "Gravity" "Acc" "std()" "Y" -0.926310469565217
"WALKING_DOWNSTAIRS" 12 "Gravity" "Acc" "std()" "Y" -0.94329842826087
"WALKING_DOWNSTAIRS" 13 "Gravity" "Acc" "std()" "Y" -0.92854437106383
"WALKING_DOWNSTAIRS" 14 "Gravity" "Acc" "std()" "Y" -0.920725940666667
"WALKING_DOWNSTAIRS" 15 "Gravity" "Acc" "std()" "Y" -0.925685893571429
"WALKING_DOWNSTAIRS" 16 "Gravity" "Acc" "std()" "Y" -0.955487793617021
"WALKING_DOWNSTAIRS" 17 "Gravity" "Acc" "std()" "Y" -0.946576675652174
"WALKING_DOWNSTAIRS" 18 "Gravity" "Acc" "std()" "Y" -0.932962218181818
"WALKING_DOWNSTAIRS" 19 "Gravity" "Acc" "std()" "Y" -0.917880864102564
"WALKING_DOWNSTAIRS" 20 "Gravity" "Acc" "std()" "Y" -0.908577153777778
"WALKING_DOWNSTAIRS" 21 "Gravity" "Acc" "std()" "Y" -0.940111830666667
"WALKING_DOWNSTAIRS" 22 "Gravity" "Acc" "std()" "Y" -0.945824352777778
"WALKING_DOWNSTAIRS" 23 "Gravity" "Acc" "std()" "Y" -0.93901254962963
"WALKING_DOWNSTAIRS" 24 "Gravity" "Acc" "std()" "Y" -0.941478979454546
"WALKING_DOWNSTAIRS" 25 "Gravity" "Acc" "std()" "Y" -0.937816011034483
"WALKING_DOWNSTAIRS" 26 "Gravity" "Acc" "std()" "Y" -0.9354258554
"WALKING_DOWNSTAIRS" 27 "Gravity" "Acc" "std()" "Y" -0.934963993181818
"WALKING_DOWNSTAIRS" 28 "Gravity" "Acc" "std()" "Y" -0.948404212173913
"WALKING_DOWNSTAIRS" 29 "Gravity" "Acc" "std()" "Y" -0.91390306375
"WALKING_DOWNSTAIRS" 30 "Gravity" "Acc" "std()" "Y" -0.918678752419355
"WALKING_UPSTAIRS" 1 "Gravity" "Acc" "std()" "Y" -0.952849233207547
"WALKING_UPSTAIRS" 2 "Gravity" "Acc" "std()" "Y" -0.92376745375
"WALKING_UPSTAIRS" 3 "Gravity" "Acc" "std()" "Y" -0.909825953898305
"WALKING_UPSTAIRS" 4 "Gravity" "Acc" "std()" "Y" -0.923376019038462
"WALKING_UPSTAIRS" 5 "Gravity" "Acc" "std()" "Y" -0.900511719787234
"WALKING_UPSTAIRS" 6 "Gravity" "Acc" "std()" "Y" -0.912900683137255
"WALKING_UPSTAIRS" 7 "Gravity" "Acc" "std()" "Y" -0.939774255490196
"WALKING_UPSTAIRS" 8 "Gravity" "Acc" "std()" "Y" -0.931032068536585
"WALKING_UPSTAIRS" 9 "Gravity" "Acc" "std()" "Y" -0.901317321632653
"WALKING_UPSTAIRS" 10 "Gravity" "Acc" "std()" "Y" -0.937039417446809
"WALKING_UPSTAIRS" 11 "Gravity" "Acc" "std()" "Y" -0.924360832962963
"WALKING_UPSTAIRS" 12 "Gravity" "Acc" "std()" "Y" -0.941378352307692
